Name,Education Qualification,Gender,Community,Religion,Exservice-men,Disability,Sports,Annual-Percentage,Income,India,Outcome
Scholarship Scheme 1150,Undergraduate,Male,ST,Christian,Yes,No,No,70.23,Low,Yes,0
Scholarship Scheme 1151,Undergraduate,All,ST,Hindu,No,Yes,No,54.89,High,Yes,1
Scholarship Scheme 1152,Undergraduate,All,OBC,Sikh,Yes,Yes,No,98.68,High,Yes,1
Scholarship Scheme 1153,High School,Female,OBC,Hindu,Yes,Yes,No,56.91,High,Yes,0
Scholarship Scheme 1154,Postgraduate,All,SC,Christian,No,Yes,No,67.01,Medium,Yes,0
Scholarship Scheme 1155,High School,Male,ST,Muslim,Yes,No,Yes,65.93,High,Yes,0
Scholarship Scheme 1156,Undergraduate,Male,ST,Hindu,Yes,No,No,53.73,Medium,Yes,0
Scholarship Scheme 1157,Postgraduate,Female,SC,Sikh,No,No,No,57.6,Low,Yes,1
Scholarship Scheme 1158,Undergraduate,All,ST,Hindu,Yes,No,Yes,52.24,Medium,Yes,0
Scholarship Scheme 1159,High School,Male,OBC,Sikh,Yes,Yes,No,64.59,Medium,Yes,1
Scholarship Scheme 1160,High School,All,General,Christian,No,Yes,No,93.25,Medium,Yes,0
Scholarship Scheme 1161,High School,All,General,Hindu,Yes,No,No,66.94,Low,Yes,0
Scholarship Scheme 1162,Undergraduate,All,ST,Muslim,Yes,Yes,No,56.17,Low,Yes,0
Scholarship Scheme 1163,Postgraduate,Female,SC,Hindu,No,Yes,No,82.22,High,Yes,0
Scholarship Scheme 1164,Postgraduate,All,OBC,Muslim,No,No,No,99.73,High,Yes,0
Scholarship Scheme 1165,Undergraduate,Male,General,Sikh,No,Yes,Yes,61.59,High,Yes,1
Scholarship Scheme 1166,Postgraduate,All,OBC,Christian,Yes,No,No,63.95,Low,Yes,0
Scholarship Scheme 1167,Undergraduate,Male,ST,Christian,No,Yes,No,98.5,Low,Yes,1
Scholarship Scheme 1168,Postgraduate,All,ST,Muslim,Yes,Yes,No,58.92,Low,Yes,0
Scholarship Scheme 1169,Doctorate,Male,General,Sikh,No,No,Yes,75.51,Low,Yes,1
Scholarship Scheme 1170,Doctorate,Male,ST,Christian,Yes,No,Yes,61.96,Low,Yes,1
Scholarship Scheme 1171,High School,All,SC,Sikh,Yes,No,Yes,96.52,Medium,Yes,0
Scholarship Scheme 1172,Doctorate,All,ST,Muslim,No,Yes,Yes,98.98,High,Yes,0
Scholarship Scheme 1173,Doctorate,Male,ST,Muslim,Yes,No,No,90.65,Medium,Yes,0
Scholarship Scheme 1174,Doctorate,Female,ST,Hindu,Yes,Yes,Yes,65.71,High,Yes,0
Scholarship Scheme 1175,Undergraduate,All,OBC,Christian,No,No,No,70.13,Medium,Yes,0
Scholarship Scheme 1176,Doctorate,Female,OBC,Christian,Yes,Yes,No,62.09,Low,Yes,1
Scholarship Scheme 1177,Doctorate,All,General,Hindu,Yes,No,No,94.45,High,Yes,0
Scholarship Scheme 1178,High School,All,General,Muslim,Yes,No,Yes,95.64,Medium,Yes,1
Scholarship Scheme 1179,Doctorate,All,General,Muslim,No,Yes,No,70.9,High,Yes,0
Scholarship Scheme 1180,Doctorate,All,ST,Muslim,No,Yes,Yes,82.76,Low,Yes,0
Scholarship Scheme 1181,Postgraduate,Female,OBC,Muslim,No,No,No,58.26,Low,Yes,1
Scholarship Scheme 1182,High School,All,SC,Sikh,No,Yes,Yes,71.7,High,Yes,0
Scholarship Scheme 1183,High School,Male,ST,Christian,No,No,Yes,81.51,High,Yes,1
Scholarship Scheme 1184,High School,Male,ST,Christian,No,Yes,No,69.23,Low,Yes,0
Scholarship Scheme 1185,High School,Female,ST,Muslim,No,Yes,No,67.84,Low,Yes,1
Scholarship Scheme 1186,High School,All,SC,Muslim,No,No,No,50.05,Low,Yes,1
Scholarship Scheme 1187,High School,Male,General,Muslim,Yes,No,Yes,90.13,Medium,Yes,1
Scholarship Scheme 1188,Undergraduate,Female,SC,Christian,Yes,Yes,Yes,94.38,High,Yes,1
Scholarship Scheme 1189,Doctorate,All,General,Christian,Yes,Yes,Yes,98.38,Low,Yes,0
Scholarship Scheme 1190,High School,Male,SC,Muslim,Yes,Yes,No,85.89,High,Yes,0
Scholarship Scheme 1191,Doctorate,Male,OBC,Sikh,No,Yes,Yes,77.38,Medium,Yes,0
Scholarship Scheme 1192,Doctorate,Female,ST,Hindu,Yes,No,No,63.44,Medium,Yes,0
Scholarship Scheme 1193,Undergraduate,All,ST,Hindu,Yes,No,Yes,99.87,Low,Yes,0
Scholarship Scheme 1194,High School,All,ST,Hindu,Yes,Yes,Yes,79.43,High,Yes,1
Scholarship Scheme 1195,Postgraduate,Male,General,Christian,Yes,No,Yes,83.99,Medium,Yes,0
Scholarship Scheme 1196,Undergraduate,Male,SC,Christian,Yes,Yes,No,84.05,High,Yes,1
Scholarship Scheme 1197,Postgraduate,Male,OBC,Hindu,No,Yes,No,92.18,High,Yes,1
Scholarship Scheme 1198,Doctorate,All,SC,Hindu,No,Yes,No,50.48,Low,Yes,1
Scholarship Scheme 1199,Doctorate,Female,ST,Sikh,Yes,No,Yes,60.99,Medium,Yes,1
Scholarship Scheme 1200,Undergraduate,Female,OBC,Christian,Yes,Yes,Yes,83.21,Medium,Yes,1
Scholarship Scheme 1201,Undergraduate,All,OBC,Christian,Yes,No,Yes,94.67,Medium,Yes,0
Scholarship Scheme 1202,Postgraduate,Female,ST,Hindu,Yes,No,Yes,84.2,High,Yes,1
Scholarship Scheme 1203,High School,Male,SC,Sikh,No,Yes,No,70.63,Medium,Yes,1
Scholarship Scheme 1204,Postgraduate,Female,ST,Sikh,Yes,No,Yes,68.04,Medium,Yes,0
Scholarship Scheme 1205,Undergraduate,Female,SC,Hindu,No,Yes,Yes,86.82,High,Yes,0
Scholarship Scheme 1206,Postgraduate,Female,OBC,Hindu,Yes,Yes,No,86.99,Medium,Yes,0
Scholarship Scheme 1207,Undergraduate,Male,OBC,Christian,No,No,No,80.29,Medium,Yes,0
Scholarship Scheme 1208,Postgraduate,All,ST,Hindu,No,Yes,No,64.54,High,Yes,1
Scholarship Scheme 1209,Undergraduate,Male,OBC,Muslim,No,No,Yes,96.17,Medium,Yes,0
Scholarship Scheme 1210,Undergraduate,All,General,Sikh,Yes,No,No,77.54,Low,Yes,0
Scholarship Scheme 1211,Undergraduate,All,OBC,Hindu,Yes,No,Yes,89.45,High,Yes,0
Scholarship Scheme 1212,High School,All,General,Muslim,No,Yes,No,60.69,Medium,Yes,0
Scholarship Scheme 1213,Postgraduate,Female,OBC,Sikh,Yes,No,Yes,67.17,Low,Yes,0
Scholarship Scheme 1214,Postgraduate,Female,ST,Muslim,Yes,Yes,Yes,93.64,High,Yes,0
Scholarship Scheme 1215,Postgraduate,All,ST,Muslim,No,Yes,Yes,52.5,Medium,Yes,1
Scholarship Scheme 1216,Undergraduate,All,General,Hindu,Yes,No,Yes,75.56,High,Yes,0
Scholarship Scheme 1217,Postgraduate,Female,ST,Sikh,No,No,Yes,74.04,Low,Yes,1
Scholarship Scheme 1218,Postgraduate,Male,OBC,Muslim,Yes,Yes,Yes,87.49,High,Yes,0
Scholarship Scheme 1219,Undergraduate,All,OBC,Christian,Yes,No,No,64.07,Medium,Yes,1
Scholarship Scheme 1220,Doctorate,Male,ST,Sikh,No,No,Yes,60.93,Low,Yes,0
Scholarship Scheme 1221,Undergraduate,Female,OBC,Christian,No,No,Yes,96.21,High,Yes,1
Scholarship Scheme 1222,Postgraduate,All,SC,Hindu,No,Yes,Yes,78.53,Medium,Yes,1
Scholarship Scheme 1223,Undergraduate,Male,SC,Christian,No,No,Yes,55.22,Medium,Yes,1
Scholarship Scheme 1224,Doctorate,Male,OBC,Sikh,Yes,Yes,No,59.63,Low,Yes,0
Scholarship Scheme 1225,Undergraduate,Male,ST,Muslim,Yes,Yes,Yes,99.84,Low,Yes,0
Scholarship Scheme 1226,Postgraduate,Female,General,Muslim,Yes,No,Yes,59.76,High,Yes,0
Scholarship Scheme 1227,Doctorate,Female,ST,Sikh,No,No,No,80.46,Medium,Yes,0
Scholarship Scheme 1228,High School,Male,General,Muslim,Yes,Yes,Yes,70.96,Low,Yes,0
Scholarship Scheme 1229,Postgraduate,Male,ST,Christian,Yes,Yes,No,94.19,Medium,Yes,1
Scholarship Scheme 1230,Doctorate,Female,OBC,Muslim,Yes,No,Yes,87.68,High,Yes,0
Scholarship Scheme 1231,Doctorate,Male,SC,Muslim,No,Yes,Yes,79.79,Low,Yes,0
Scholarship Scheme 1232,High School,Male,ST,Christian,No,No,No,50.54,High,Yes,1
Scholarship Scheme 1233,Undergraduate,Female,General,Christian,Yes,Yes,No,93.9,High,Yes,1
Scholarship Scheme 1234,Undergraduate,Male,SC,Christian,Yes,No,No,72.19,Low,Yes,1
Scholarship Scheme 1235,Postgraduate,Male,General,Hindu,No,Yes,Yes,96.49,High,Yes,0
Scholarship Scheme 1236,High School,Male,OBC,Christian,No,No,No,74.73,Medium,Yes,0
Scholarship Scheme 1237,Undergraduate,Female,SC,Christian,No,No,No,84.64,Low,Yes,1
Scholarship Scheme 1238,High School,Male,General,Hindu,No,Yes,Yes,53.46,Medium,Yes,0
Scholarship Scheme 1239,Undergraduate,Female,ST,Muslim,Yes,No,Yes,87.18,High,Yes,0
Scholarship Scheme 1240,Doctorate,Female,OBC,Christian,No,Yes,Yes,66.87,Low,Yes,0
Scholarship Scheme 1241,Undergraduate,All,OBC,Sikh,Yes,Yes,No,67.53,Medium,Yes,1
Scholarship Scheme 1242,High School,All,OBC,Christian,No,Yes,Yes,55.92,Medium,Yes,0
Scholarship Scheme 1243,Doctorate,Male,ST,Christian,Yes,Yes,No,57.33,Medium,Yes,1
Scholarship Scheme 1244,Doctorate,Female,ST,Hindu,Yes,No,No,59.27,Medium,Yes,0
Scholarship Scheme 1245,Doctorate,All,SC,Sikh,No,Yes,No,66.38,Medium,Yes,0
Scholarship Scheme 1246,High School,Male,ST,Muslim,Yes,Yes,No,94.51,High,Yes,0
Scholarship Scheme 1247,Postgraduate,All,SC,Muslim,Yes,Yes,Yes,68.38,High,Yes,0
Scholarship Scheme 1248,Postgraduate,All,OBC,Sikh,Yes,No,Yes,86.15,High,Yes,1
Scholarship Scheme 1249,Postgraduate,Female,SC,Christian,No,Yes,No,54.13,High,Yes,1
Scholarship Scheme 1250,High School,Female,General,Hindu,No,No,No,79.5,High,Yes,0
Scholarship Scheme 1251,Doctorate,All,OBC,Sikh,No,No,Yes,74.05,High,Yes,1
Scholarship Scheme 1252,Postgraduate,All,OBC,Sikh,Yes,Yes,Yes,98.8,High,Yes,1
Scholarship Scheme 1253,High School,Female,SC,Muslim,Yes,No,No,92.23,Medium,Yes,0
Scholarship Scheme 1254,Postgraduate,Male,OBC,Hindu,Yes,Yes,No,72.7,High,Yes,1
Scholarship Scheme 1255,Undergraduate,Female,ST,Sikh,Yes,No,No,88.68,Medium,Yes,1
Scholarship Scheme 1256,Postgraduate,All,General,Hindu,No,No,No,59.63,Low,Yes,0
Scholarship Scheme 1257,Postgraduate,Male,SC,Christian,Yes,Yes,No,78.06,High,Yes,0
Scholarship Scheme 1258,Doctorate,All,SC,Muslim,Yes,No,Yes,53.72,Medium,Yes,0
Scholarship Scheme 1259,High School,Male,OBC,Christian,Yes,Yes,No,67.37,Low,Yes,0
Scholarship Scheme 1260,Doctorate,All,ST,Hindu,No,No,Yes,61.27,Low,Yes,0
Scholarship Scheme 1261,Doctorate,Male,OBC,Christian,Yes,Yes,No,85.87,Medium,Yes,1
Scholarship Scheme 1262,Doctorate,Male,OBC,Muslim,No,Yes,Yes,74.46,Medium,Yes,1
Scholarship Scheme 1263,Doctorate,All,SC,Hindu,No,Yes,No,87.48,Medium,Yes,0
Scholarship Scheme 1264,Doctorate,Male,OBC,Sikh,Yes,Yes,Yes,75.71,High,Yes,0
Scholarship Scheme 1265,Postgraduate,Female,General,Christian,Yes,No,Yes,54.32,Low,Yes,1
Scholarship Scheme 1266,Doctorate,All,OBC,Muslim,Yes,Yes,No,86.69,High,Yes,0
Scholarship Scheme 1267,Doctorate,Female,OBC,Sikh,Yes,Yes,No,91.58,High,Yes,1
Scholarship Scheme 1268,High School,All,SC,Muslim,No,Yes,Yes,95.09,High,Yes,1
Scholarship Scheme 1269,Undergraduate,Male,OBC,Hindu,No,Yes,Yes,78.54,Low,Yes,1
Scholarship Scheme 1270,Postgraduate,Male,ST,Hindu,No,No,Yes,87.6,Low,Yes,1
Scholarship Scheme 1271,Postgraduate,Male,SC,Christian,No,Yes,No,87.53,Low,Yes,0
Scholarship Scheme 1272,Postgraduate,All,OBC,Muslim,No,No,Yes,57.77,Medium,Yes,0
Scholarship Scheme 1273,Doctorate,Female,General,Muslim,No,Yes,No,58.19,High,Yes,1
Scholarship Scheme 1274,Doctorate,Female,General,Muslim,No,Yes,No,53.54,Medium,Yes,1
Scholarship Scheme 1275,Doctorate,All,SC,Hindu,No,Yes,No,65.96,Medium,Yes,0
Scholarship Scheme 1276,High School,All,SC,Christian,No,Yes,No,73.63,High,Yes,0
Scholarship Scheme 1277,Undergraduate,Female,OBC,Muslim,No,Yes,No,99.8,Low,Yes,1
Scholarship Scheme 1278,Doctorate,Female,ST,Muslim,Yes,Yes,No,71.51,High,Yes,0
Scholarship Scheme 1279,Undergraduate,Female,OBC,Sikh,Yes,No,Yes,86.24,Medium,Yes,0
Scholarship Scheme 1280,High School,Female,General,Muslim,Yes,No,Yes,84.6,Low,Yes,1
Scholarship Scheme 1281,Postgraduate,All,ST,Christian,No,Yes,No,60.2,Low,Yes,0
Scholarship Scheme 1282,Doctorate,All,ST,Sikh,Yes,Yes,Yes,52.92,Medium,Yes,0
Scholarship Scheme 1283,Undergraduate,Male,ST,Sikh,No,Yes,Yes,77.25,Low,Yes,0
Scholarship Scheme 1284,Undergraduate,Female,OBC,Sikh,No,No,No,84.95,Low,Yes,1
Scholarship Scheme 1285,Doctorate,Male,General,Hindu,Yes,Yes,Yes,99.81,High,Yes,0
Scholarship Scheme 1286,Postgraduate,All,SC,Sikh,No,No,No,67.89,High,Yes,0
Scholarship Scheme 1287,Postgraduate,All,OBC,Muslim,Yes,No,No,94.73,Medium,Yes,1
Scholarship Scheme 1288,Postgraduate,Male,SC,Hindu,No,No,No,69.06,Medium,Yes,0
Scholarship Scheme 1289,High School,Female,ST,Hindu,No,No,No,84.4,Medium,Yes,0
Scholarship Scheme 1290,Undergraduate,Female,ST,Hindu,Yes,No,Yes,79.85,Low,Yes,0
Scholarship Scheme 1291,Undergraduate,Female,OBC,Hindu,Yes,Yes,Yes,52.64,Medium,Yes,0
Scholarship Scheme 1292,Undergraduate,Female,General,Hindu,Yes,No,No,53.91,High,Yes,1
Scholarship Scheme 1293,High School,Male,ST,Hindu,Yes,No,Yes,51.04,Low,Yes,1
Scholarship Scheme 1294,Undergraduate,Male,SC,Hindu,Yes,Yes,No,68.5,Medium,Yes,1
Scholarship Scheme 1295,High School,All,SC,Sikh,Yes,Yes,No,87.22,Low,Yes,1
Scholarship Scheme 1296,Postgraduate,Female,OBC,Christian,No,No,Yes,58.62,Low,Yes,0
Scholarship Scheme 1297,Doctorate,Female,SC,Muslim,No,Yes,Yes,80.23,Low,Yes,1
Scholarship Scheme 1298,Undergraduate,Female,General,Muslim,No,Yes,No,64.41,Medium,Yes,1
Scholarship Scheme 1299,Undergraduate,Male,ST,Sikh,No,Yes,Yes,89.77,Low,Yes,0
Scholarship Scheme 1300,Postgraduate,Female,SC,Sikh,Yes,No,No,89.84,Low,Yes,0
Scholarship Scheme 1301,Doctorate,Male,SC,Hindu,No,No,No,88.69,Low,Yes,0
Scholarship Scheme 1302,High School,Female,ST,Christian,No,Yes,Yes,76.19,High,Yes,0
Scholarship Scheme 1303,Doctorate,Female,OBC,Hindu,Yes,Yes,No,64.2,Medium,Yes,0
Scholarship Scheme 1304,Postgraduate,All,SC,Sikh,No,No,Yes,90.39,High,Yes,1
Scholarship Scheme 1305,Postgraduate,Female,OBC,Hindu,Yes,No,No,59.29,Low,Yes,1
Scholarship Scheme 1306,Doctorate,Female,OBC,Muslim,Yes,Yes,No,64.46,Low,Yes,1
Scholarship Scheme 1307,High School,All,SC,Muslim,Yes,No,No,59.18,High,Yes,0
Scholarship Scheme 1308,High School,Male,General,Hindu,No,No,No,83.64,Low,Yes,0
Scholarship Scheme 1309,Undergraduate,Male,OBC,Christian,Yes,Yes,No,84.24,High,Yes,1
Scholarship Scheme 1310,High School,Female,SC,Hindu,No,Yes,Yes,82.56,Low,Yes,1
Scholarship Scheme 1311,Doctorate,Male,OBC,Hindu,No,No,No,70.74,Low,Yes,0
Scholarship Scheme 1312,Postgraduate,Female,ST,Christian,No,No,Yes,55.0,Low,Yes,1
Scholarship Scheme 1313,Undergraduate,All,General,Christian,Yes,No,Yes,95.47,Low,Yes,0
Scholarship Scheme 1314,Undergraduate,All,General,Christian,Yes,Yes,Yes,75.34,Medium,Yes,1
Scholarship Scheme 1315,Postgraduate,Female,ST,Muslim,Yes,Yes,No,70.31,Medium,Yes,1
Scholarship Scheme 1316,High School,All,ST,Hindu,No,Yes,Yes,79.38,Medium,Yes,1
Scholarship Scheme 1317,Postgraduate,All,OBC,Sikh,No,Yes,Yes,59.62,High,Yes,1
Scholarship Scheme 1318,High School,Female,ST,Christian,Yes,No,Yes,56.61,High,Yes,0
Scholarship Scheme 1319,Postgraduate,Female,General,Christian,No,Yes,No,70.24,High,Yes,1
Scholarship Scheme 1320,Doctorate,All,ST,Hindu,Yes,Yes,No,61.34,High,Yes,0
Scholarship Scheme 1321,High School,Male,SC,Sikh,Yes,No,No,62.19,Medium,Yes,0
Scholarship Scheme 1322,Doctorate,Male,SC,Hindu,No,Yes,No,94.54,High,Yes,0
Scholarship Scheme 1323,Undergraduate,Female,OBC,Hindu,No,No,Yes,76.48,High,Yes,0
Scholarship Scheme 1324,Postgraduate,Female,General,Christian,Yes,Yes,No,74.13,High,Yes,0
Scholarship Scheme 1325,Undergraduate,Male,SC,Christian,No,No,Yes,84.41,Low,Yes,1
Scholarship Scheme 1326,Undergraduate,All,ST,Muslim,Yes,No,No,97.48,High,Yes,1
Scholarship Scheme 1327,Undergraduate,Male,SC,Sikh,Yes,No,Yes,55.6,Low,Yes,1
Scholarship Scheme 1328,Undergraduate,Male,SC,Sikh,No,Yes,No,91.59,High,Yes,0
Scholarship Scheme 1329,Postgraduate,Male,OBC,Christian,Yes,No,No,79.14,High,Yes,1
Scholarship Scheme 1330,Undergraduate,Male,ST,Christian,No,Yes,No,57.29,Low,Yes,0
Scholarship Scheme 1331,Postgraduate,Female,ST,Christian,Yes,Yes,No,64.83,High,Yes,1
Scholarship Scheme 1332,Postgraduate,Female,ST,Sikh,No,Yes,Yes,74.07,Low,Yes,1
Scholarship Scheme 1333,Doctorate,All,OBC,Muslim,No,Yes,No,84.49,High,Yes,1
Scholarship Scheme 1334,High School,All,ST,Sikh,Yes,Yes,No,62.11,High,Yes,0
Scholarship Scheme 1335,High School,All,ST,Christian,No,Yes,No,76.69,Low,Yes,1
Scholarship Scheme 1336,Postgraduate,All,SC,Christian,No,No,Yes,84.17,Medium,Yes,0
Scholarship Scheme 1337,Doctorate,Male,SC,Muslim,Yes,No,No,72.39,Low,Yes,0
Scholarship Scheme 1338,Postgraduate,Female,ST,Hindu,No,Yes,No,93.06,Medium,Yes,0
Scholarship Scheme 1339,Postgraduate,Female,General,Hindu,Yes,Yes,Yes,93.39,Low,Yes,0
Scholarship Scheme 1340,Postgraduate,All,General,Sikh,No,Yes,Yes,73.49,Medium,Yes,0
Scholarship Scheme 1341,Doctorate,All,ST,Hindu,Yes,Yes,Yes,98.55,High,Yes,1
Scholarship Scheme 1342,High School,Male,General,Hindu,Yes,Yes,No,53.77,Medium,Yes,0
Scholarship Scheme 1343,Doctorate,Male,OBC,Sikh,Yes,No,Yes,50.17,High,Yes,1
Scholarship Scheme 1344,Undergraduate,All,SC,Christian,Yes,No,No,69.0,Low,Yes,1
Scholarship Scheme 1345,Doctorate,Female,OBC,Hindu,No,Yes,Yes,79.99,Medium,Yes,1
Scholarship Scheme 1346,Doctorate,Female,SC,Christian,Yes,Yes,No,81.4,High,Yes,0
Scholarship Scheme 1347,Doctorate,Female,General,Sikh,No,No,Yes,73.77,Low,Yes,1
Scholarship Scheme 1348,Doctorate,All,General,Christian,Yes,Yes,Yes,56.23,Medium,Yes,1
Scholarship Scheme 1349,High School,Female,ST,Christian,No,Yes,Yes,58.51,High,Yes,1
Scholarship Scheme 1350,Undergraduate,Male,General,Sikh,Yes,Yes,No,92.52,Medium,Yes,1
Scholarship Scheme 1351,High School,Male,General,Christian,No,No,Yes,93.31,Medium,Yes,0
Scholarship Scheme 1352,High School,All,ST,Hindu,No,No,No,83.63,High,Yes,1
Scholarship Scheme 1353,Doctorate,Male,ST,Hindu,Yes,Yes,Yes,83.14,High,Yes,1
Scholarship Scheme 1354,Postgraduate,All,SC,Hindu,Yes,No,Yes,79.82,Low,Yes,0
Scholarship Scheme 1355,Postgraduate,Female,General,Hindu,Yes,No,Yes,60.13,High,Yes,0
Scholarship Scheme 1356,High School,Female,SC,Christian,No,Yes,No,71.37,High,Yes,1
Scholarship Scheme 1357,High School,Female,SC,Hindu,No,No,No,84.73,Medium,Yes,0
Scholarship Scheme 1358,Doctorate,Male,OBC,Christian,No,No,No,76.81,High,Yes,1
Scholarship Scheme 1359,High School,All,General,Muslim,No,No,Yes,50.93,Medium,Yes,0
Scholarship Scheme 1360,Doctorate,Female,General,Christian,Yes,No,No,97.58,Medium,Yes,0
Scholarship Scheme 1361,Postgraduate,All,OBC,Hindu,Yes,No,No,92.16,High,Yes,1
Scholarship Scheme 1362,Postgraduate,Female,SC,Muslim,Yes,No,Yes,63.0,High,Yes,1
Scholarship Scheme 1363,Undergraduate,Male,General,Sikh,Yes,Yes,Yes,80.76,High,Yes,1
Scholarship Scheme 1364,Postgraduate,Male,SC,Christian,No,Yes,No,96.07,High,Yes,1
Scholarship Scheme 1365,High School,All,OBC,Hindu,No,Yes,No,54.79,Low,Yes,1
Scholarship Scheme 1366,Postgraduate,Male,ST,Hindu,Yes,No,Yes,75.1,Medium,Yes,0
Scholarship Scheme 1367,Doctorate,Male,SC,Hindu,No,Yes,No,72.77,Low,Yes,1
Scholarship Scheme 1368,Postgraduate,All,General,Sikh,Yes,No,Yes,70.47,Low,Yes,0
Scholarship Scheme 1369,Undergraduate,Female,ST,Muslim,No,No,Yes,91.7,Medium,Yes,1
Scholarship Scheme 1370,Postgraduate,Male,SC,Muslim,No,Yes,No,68.99,Low,Yes,0
Scholarship Scheme 1371,Doctorate,All,SC,Hindu,No,No,No,53.18,High,Yes,1
Scholarship Scheme 1372,Doctorate,Male,ST,Christian,No,Yes,Yes,53.29,High,Yes,0
Scholarship Scheme 1373,High School,Male,ST,Hindu,No,No,No,52.13,High,Yes,0
Scholarship Scheme 1374,Postgraduate,Male,ST,Hindu,No,Yes,Yes,70.42,High,Yes,0
Scholarship Scheme 1375,Doctorate,Male,General,Christian,Yes,Yes,No,85.85,Medium,Yes,0
Scholarship Scheme 1376,Undergraduate,All,General,Hindu,No,Yes,Yes,60.17,High,Yes,0
Scholarship Scheme 1377,High School,All,SC,Sikh,Yes,Yes,No,82.26,Medium,Yes,0
Scholarship Scheme 1378,Undergraduate,All,SC,Hindu,Yes,No,No,84.29,Medium,Yes,1
Scholarship Scheme 1379,Postgraduate,Male,OBC,Sikh,Yes,Yes,Yes,62.73,Medium,Yes,0
Scholarship Scheme 1380,Postgraduate,Male,General,Hindu,Yes,No,No,79.97,Medium,Yes,0
Scholarship Scheme 1381,Postgraduate,Male,SC,Muslim,Yes,Yes,Yes,84.17,Low,Yes,1
Scholarship Scheme 1382,High School,All,ST,Christian,Yes,Yes,No,73.28,Low,Yes,0
Scholarship Scheme 1383,Doctorate,Male,ST,Muslim,No,Yes,No,66.8,High,Yes,1
Scholarship Scheme 1384,High School,Female,General,Hindu,No,No,No,80.9,Medium,Yes,0
Scholarship Scheme 1385,Undergraduate,Male,ST,Hindu,No,Yes,No,98.79,High,Yes,1
Scholarship Scheme 1386,High School,Female,OBC,Sikh,Yes,Yes,Yes,71.3,High,Yes,0
Scholarship Scheme 1387,Undergraduate,Male,SC,Hindu,Yes,No,Yes,69.55,High,Yes,0
Scholarship Scheme 1388,High School,All,SC,Hindu,Yes,Yes,No,73.17,High,Yes,1
Scholarship Scheme 1389,Doctorate,Male,SC,Hindu,No,No,Yes,53.8,Medium,Yes,0
Scholarship Scheme 1390,Undergraduate,Female,General,Muslim,No,Yes,Yes,77.6,Medium,Yes,1
Scholarship Scheme 1391,Postgraduate,Female,ST,Sikh,No,Yes,No,66.4,Low,Yes,0
Scholarship Scheme 1392,Postgraduate,Male,OBC,Muslim,Yes,Yes,Yes,56.06,Medium,Yes,1
Scholarship Scheme 1393,High School,Female,General,Sikh,Yes,No,Yes,73.27,Medium,Yes,1
Scholarship Scheme 1394,Postgraduate,Female,SC,Muslim,Yes,Yes,No,50.17,High,Yes,0
Scholarship Scheme 1395,Undergraduate,All,OBC,Hindu,No,Yes,No,70.05,Medium,Yes,1
Scholarship Scheme 1396,Postgraduate,Male,SC,Muslim,Yes,Yes,No,55.28,High,Yes,0
Scholarship Scheme 1397,Doctorate,Male,SC,Muslim,Yes,No,No,51.21,Medium,Yes,1
Scholarship Scheme 1398,Doctorate,Male,General,Sikh,Yes,No,Yes,91.14,Low,Yes,1
Scholarship Scheme 1399,High School,Female,SC,Sikh,Yes,No,No,95.72,High,Yes,0
Scholarship Scheme 1400,Undergraduate,Male,OBC,Muslim,No,No,Yes,60.36,Medium,Yes,0
Scholarship Scheme 1401,Doctorate,Male,SC,Sikh,No,No,Yes,76.91,Medium,Yes,1
Scholarship Scheme 1402,Doctorate,All,ST,Sikh,Yes,No,No,63.87,High,Yes,1
Scholarship Scheme 1403,Undergraduate,All,SC,Sikh,Yes,Yes,Yes,74.63,Low,Yes,1
Scholarship Scheme 1404,Postgraduate,All,General,Christian,No,Yes,Yes,71.79,Low,Yes,1
Scholarship Scheme 1405,Postgraduate,Female,OBC,Sikh,No,Yes,Yes,63.43,Medium,Yes,0
Scholarship Scheme 1406,High School,Male,General,Christian,Yes,Yes,No,84.95,Medium,Yes,1
Scholarship Scheme 1407,Postgraduate,All,ST,Christian,No,Yes,Yes,56.31,Medium,Yes,1
Scholarship Scheme 1408,Undergraduate,All,SC,Sikh,No,No,No,52.65,High,Yes,0
Scholarship Scheme 1409,Doctorate,All,General,Muslim,Yes,No,No,88.31,High,Yes,0
Scholarship Scheme 1410,Postgraduate,Male,General,Sikh,No,No,Yes,83.23,High,Yes,1
Scholarship Scheme 1411,High School,Male,General,Hindu,No,Yes,Yes,74.88,Medium,Yes,1
Scholarship Scheme 1412,Postgraduate,Male,General,Muslim,No,No,No,73.34,Low,Yes,0
Scholarship Scheme 1413,Undergraduate,Female,ST,Christian,No,Yes,No,74.82,High,Yes,1
Scholarship Scheme 1414,High School,Female,ST,Christian,Yes,No,No,71.81,Low,Yes,0
Scholarship Scheme 1415,Postgraduate,All,SC,Muslim,No,Yes,No,69.61,Medium,Yes,1
Scholarship Scheme 1416,High School,Male,SC,Muslim,No,No,No,74.93,High,Yes,0
Scholarship Scheme 1417,Undergraduate,All,OBC,Sikh,Yes,Yes,Yes,76.37,High,Yes,0
Scholarship Scheme 1418,Doctorate,Male,ST,Christian,No,No,No,84.53,High,Yes,0
Scholarship Scheme 1419,Undergraduate,Male,General,Hindu,Yes,Yes,Yes,85.49,Medium,Yes,1
Scholarship Scheme 1420,Undergraduate,Male,General,Sikh,Yes,No,No,68.84,Medium,Yes,0
